房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,小区名称,所在区域,二级区域,单价(元/平米),总价(万元)
2室2厅1厨2卫,低楼层 (共30层),105㎡,暂无数据,暂无数据,平房,北,钢混结构,其他,两梯四户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,朝南凯旋汇,清城区,新城,7334,77
4室2厅1厨2卫,低楼层 (共11层),130㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,一梯三户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,碧水康桥花园,清城区,城西商贸区,6539,85
1室1厅1厨1卫,中楼层 (共30层),66.5㎡,暂无数据,暂无数据,平房,南,钢混结构,其他,三梯九户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,东岸美景轩,清城区,城西商贸区,9324,62
1室1厅1厨1卫,中楼层 (共22层),52㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯十七户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,碧水康桥花园,清城区,城西商贸区,8000,41.6
3室2厅1厨2卫,中楼层 (共32层),111.6㎡,暂无数据,暂无数据,平房,南,砖混结构,其他,两梯四户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,朝南维港新天地,清城区,新城,9857,110
3室2厅1厨2卫,中楼层 (共24层),121.68㎡,暂无数据,暂无数据,暂无数据,北,未知结构,毛坯,一梯五户,暂无数据,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,中兴豪庭,清城区,横荷,7068,86
3室2厅1厨2卫,低楼层 (共33层),128㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,70年,2018/11/12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,朝南维港半岛,清城区,新城,15000,192
2室2厅1厨2卫,高楼层 (共17层),79.6㎡,暂无数据,暂无数据,塔楼,北,钢混结构,其他,两梯四户,有,70年,2018/11/26,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,云山诗意花园一期,清城区,横荷,9799,78
2室1厅1厨1卫,高楼层 (共18层),70㎡,暂无数据,暂无数据,平房,南,钢混结构,简装,三梯十三户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,优信秀城公馆,清城区,清城,8858,62
2室2厅1厨1卫,低楼层 (共11层),70㎡,暂无数据,暂无数据,暂无数据,东,未知结构,简装,一梯十二户,暂无数据,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光100阿尔勒,清城区,清城,6572,46
3室2厅1厨2卫,高楼层 (共32层),130㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,两梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,现代城,清城区,清城,8000,104
2室1厅1厨1卫,高楼层 (共11层),62.27㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯十二户,暂无数据,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,阳光100阿尔勒,清城区,清城,8351,52
3室2厅2厨2卫,中楼层 (共11层),112㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯两户,暂无数据,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,阳光100阿尔勒,清城区,清城,9108,102
2室2厅1厨1卫,高楼层 (共32层),88㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯四户,暂无数据,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光100阿尔勒,清城区,清城,8069,71
2室2厅1厨1卫,中楼层 (共32层),90.32㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯四户,暂无数据,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光100阿尔勒,清城区,清城,8304,75
3室2厅1厨2卫,低楼层 (共11层),143㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,两梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,金碧湾花园,清城区,清城,8812,126
3室2厅1厨2卫,低楼层 (共18层),153㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯两户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,新亚棕榈园,清新区,清新,8000,122.4
2室2厅1厨1卫,中楼层 (共25层),78㎡,暂无数据,暂无数据,塔楼,北,钢混结构,其他,二十梯五户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,凤城明珠,清城区,横荷,8000,62.4
3室1厅1厨2卫,低楼层 (共26层),137㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,凤城郦都,清城区,新城,10000,137
2室2厅1厨1卫,高楼层 (共17层),82.22㎡,暂无数据,暂无数据,塔楼,西南 西,钢混结构,毛坯,一梯两户,暂无数据,70年,2018/12/10,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,黄金海岸,清城区,清城,7663,63
2室2厅1厨1卫,高楼层 (共25层),84.39㎡,暂无数据,暂无数据,板楼,东南,框架结构,毛坯,两梯六户,有,70年,2018/12/17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,东成雅居,清城区,清城,7087,59.8
3室2厅1厨1卫,高楼层 (共32层),88㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯十户,暂无数据,70年,2018/12/20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光100阿尔勒,清城区,清城,8500,74.8
3室2厅1厨2卫,高楼层 (共26层),102.43㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,其他,两梯五户,有,70年,2018/12/26,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,云山诗意花园一期,清城区,横荷,8787,90
3室0厅1厨1卫,中楼层 (共26层),118㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,70年,2018/12/26,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,凤城郦都,清城区,新城,10170,120
2室2厅1厨1卫,高楼层 (共32层),73㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯五户,暂无数据,70年,2018/12/29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光100阿尔勒,清城区,清城,8494,62
3室2厅1厨2卫,低楼层 (共32层),150㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,其他,两梯六户,有,70年,2019/1/4,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,金逸雅居,清城区,新城,10267,154
3室2厅1厨1卫,低楼层 (共29层),112㎡,暂无数据,暂无数据,塔楼,东,未知结构,毛坯,三梯六户,有,70年,2019/1/5,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,新时代嘉园,清城区,樵顺生活圈,8840,99
2室2厅1厨1卫,低楼层 (共18层),82㎡,暂无数据,暂无数据,塔楼,西南,框架结构,其他,三梯六户,有,70年,2019/1/5,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,天美小岛,清城区,清城,10732,88
3室2厅1厨2卫,低楼层 (共12层),98㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,一梯两户,有,70年,2019/1/5,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,东城御峰花园,清城区,清城,6633,65
2室1厅1厨1卫,低楼层 (共30层),93㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,70年,2019/1/6,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,清远奥园,清城区,清城,6990,65
2室2厅1厨1卫,中楼层 (共11层),69㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,一梯十二户,暂无数据,70年,2019/1/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,阳光100阿尔勒,清城区,清城,6667,46
3室2厅1厨2卫,高楼层 (共28层),132㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,两梯八户,有,70年,2019/1/9,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,盛景观园,清城区,清城,8485,112
3室2厅1厨2卫,中楼层 (共25层),108.66㎡,暂无数据,暂无数据,板楼,北,钢混结构,其他,两梯四户,有,70年,2019/1/15,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,江湾誉景大厦,清城区,新城,8283,90
3室1厅1厨1卫,中楼层 (共32层),91㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯十户,暂无数据,70年,2019/1/18,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,阳光100阿尔勒,清城区,清城,7561,68.8
3室2厅1厨2卫,低楼层 (共12层),104㎡,暂无数据,暂无数据,塔楼,北,钢混结构,毛坯,一梯四户,有,70年,2019/1/19,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,东城御峰花园,清城区,清城,7693,80
2室2厅1厨1卫,中楼层 (共11层),66㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,一梯八户,暂无数据,70年,2019/1/22,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,阳光100阿尔勒,清城区,清城,7576,50
2室1厅1厨1卫,高楼层 (共8层),57.25㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,简装,一梯三户,暂无数据,70年,2019/1/31,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,中山路南11号,清新区,清新,4158,23.8
3室2厅1厨2卫,低楼层 (共18层),138㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,70年,2019/2/14,商品房,暂无数据,普通住宅,暂无数据,暂无数据,无抵押,未上传房本照片,天美小岛,清城区,清城,14493,200
3室2厅1厨2卫,高楼层 (共18层),115.6㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,70年,2019/2/22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,天美小岛,清城区,清城,9689,112
3室2厅1厨2卫,低楼层 (共27层),115㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,毛坯,三梯六户,有,70年,2019/2/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新时代嘉园,清城区,樵顺生活圈,9218,106
2室2厅1厨1卫,中楼层 (共16层),104㎡,暂无数据,暂无数据,暂无数据,西北,未知结构,其他,两梯四户,有,70年,2019/3/4,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,美林湖贝沙湾,清城区,石角,10000,104
3室2厅1厨2卫,中楼层 (共26层),140㎡,暂无数据,暂无数据,板塔结合,北,未知结构,毛坯,两梯四户,有,70年,2019/3/5,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 客户偿还,未上传房本照片,弘福花园,清城区,新城,7858,110
4室2厅1厨2卫,高楼层 (共21层),135.6㎡,暂无数据,暂无数据,塔楼,西南,钢混结构,简装,两梯四户,有,70年,2019/3/5,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,世纪花城,清城区,横荷,8113,110
3室2厅1厨2卫,低楼层 (共27层),137㎡,暂无数据,暂无数据,暂无数据,南,未知结构,其他,两梯五户,有,70年,2019/3/6,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,阳光嘉园,清城区,清城,8979,123
2室2厅1厨1卫,中楼层 (共9层),80㎡,暂无数据,暂无数据,暂无数据,北,未知结构,简装,两梯四户,有,70年,2019/3/6,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,鸿运广场,清城区,新城,6250,50
2室2厅1厨1卫,高楼层 (共25层),87㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,十七梯四户,有,70年,2019/3/7,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,现代城,清城区,清城,7702,67
3室2厅1厨1卫,高楼层 (共32层),92㎡,暂无数据,暂无数据,塔楼,南,未知结构,毛坯,一梯五户,暂无数据,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,森语公园,清新区,清新,8348,76.8
3室2厅1厨2卫,高楼层 (共28层),129㎡,暂无数据,暂无数据,塔楼,东北,钢混结构,精装,两梯五户,有,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,凯旋花园,清城区,新城,9690,125
3室2厅1厨2卫,中楼层 (共28层),108㎡,暂无数据,暂无数据,暂无数据,北,未知结构,精装,两梯四户,有,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,江湾誉景大厦,清城区,新城,7871,85
3室2厅1厨2卫,高楼层 (共28层),100㎡,暂无数据,暂无数据,暂无数据,北,未知结构,毛坯,一梯四户,暂无数据,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,金海湾豪庭,清城区,新城,10500,105
2室2厅1厨1卫,低楼层 (共31层),89㎡,暂无数据,暂无数据,塔楼,东北,框架结构,精装,两梯十二户,有,70年,2019/3/8,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,东方巴黎,清城区,新城,10338,92
2室2厅1厨2卫,中楼层 (共29层),87㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,两梯五户,有,70年,2019/3/10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,云山诗意花园一期,清城区,横荷,8736,76
3室2厅1厨2卫,低楼层 (共18层),143.43㎡,暂无数据,暂无数据,暂无数据,东南,未知结构,精装,三梯六户,有,70年,2019/3/12,商品房,暂无数据,普通住宅,暂无数据,暂无数据,有抵押,未上传房本照片,美汇半岛,清城区,清城,7670,110
3室2厅1厨2卫,中楼层 (共13层),120㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,一梯八户,无,70年,2019/3/12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,康乐花园,清城区,新城,7084,85
3室2厅1厨2卫,高楼层 (共8层),111.3㎡,暂无数据,暂无数据,板塔结合,东 西,钢混结构,简装,一梯五户,无,70年,2019/3/13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,凤翔豪苑,清城区,新城,4493,50
2室1厅1厨2卫,低楼层 (共32层),88㎡,暂无数据,暂无数据,板塔结合,西南,钢混结构,精装,三梯六户,有,70年,2019/3/16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 业主自还,未上传房本照片,朝南维港半岛,清城区,新城,10228,90
4室2厅1厨2卫,低楼层 (共17层),127㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,70年,2019/3/16,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,卧龙五洲世纪城,清城区,城西商贸区,7953,101
2室2厅1厨2卫,高楼层 (共17层),127㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,精装,两梯七户,有,70年,2019/3/19,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 26万元 需要 业主自还,未上传房本照片,华府壹号,清新区,清新,6693,85
3室2厅1厨2卫,中楼层 (共33层),103㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯五户,有,70年,2019/3/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,胜利茶博城,清城区,城西商贸区,8350,86
3室2厅1厨2卫,低楼层 (共32层),123㎡,暂无数据,暂无数据,板楼,北,钢混结构,其他,两梯四户,有,70年,2019/3/27,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,城市花园牡丹苑,清城区,新城,7561,93
3室2厅1厨2卫,高楼层 (共32层),87㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯六户,有,70年,2019/3/27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,朝南凯旋汇,清城区,新城,8851,77
3室2厅1厨2卫,高楼层 (共26层),182㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯两户,有,70年,2019/3/28,商品房,暂无数据,普通住宅,暂无数据,暂无数据,暂无数据,未上传房本照片,世纪花城,清城区,横荷,8242,150
